Team,Over Record,Over %,Under %,Total +/-
Chicago,1-0-0,100.0%,0.0%,+31.5
Charlotte,1-0-0,100.0%,0.0%,+46.0
Cleveland,11-3-0,78.6%,21.4%,+10.9
Atlanta,6-2-0,75.0%,25.0%,+7.8
Phoenix,6-2-0,75.0%,25.0%,+2.4
Brooklyn,3-1-0,75.0%,25.0%,-0.9
New Orleans,3-1-1,75.0%,25.0%,+3.4
Indiana,6-2-0,75.0%,25.0%,-3.2
Denver,6-3-0,66.7%,33.3%,+9.8
Minnesota,9-5-0,64.3%,35.7%,+4.0
Memphis,6-4-0,60.0%,40.0%,+2.0
LA Lakers,6-4-0,60.0%,40.0%,+5.9
Philadelphia,3-2-0,60.0%,40.0%,-1.7
New York,8-6-0,57.1%,42.9%,+6.4
Houston,6-5-1,54.6%,45.5%,+0.7
Boston,8-7-0,53.3%,46.7%,+4.7
San Antonio,2-2-0,50.0%,50.0%,+5.8
Okla City,7-8-0,46.7%,53.3%,-4.1
Golden State,4-5-0,44.4%,55.6%,-7.7
Sacramento,4-6-0,40.0%,60.0%,-6.3
Milwaukee,4-7-0,36.4%,63.6%,-3.4
Miami,2-5-0,28.6%,71.4%,-1.9
Dallas,3-8-0,27.3%,72.7%,-9.3
Detroit,1-4-0,20.0%,80.0%,-5.6
Orlando,2-8-0,20.0%,80.0%,-11.7
LA Clippers,1-4-0,20.0%,80.0%,-6.3
