Team,ATS Record,Cover %,MOV,ATS +/-
Golden State,8-1-0,88.9%,13.8,+12.4
Okla City,5-2-0,71.4%,11.1,+3.7
Charlotte,7-3-0,70.0%,-5.3,+1.6
Cleveland,7-3-0,70.0%,13.6,+5.9
Houston,7-3-0,70.0%,11.0,+6.6
LA Clippers,4-2-0,66.7%,-0.3,+2.3
Toronto,5-3-0,62.5%,-7.3,+1.5
Brooklyn,5-3-1,62.5%,-3.1,+2.7
Indiana,5-3-0,62.5%,0.6,-2.4
Orlando,6-4-0,60.0%,9.1,+5.8
Sacramento,4-3-0,57.1%,3.7,-0.6
Milwaukee,4-3-1,57.1%,3.4,-1.0
Memphis,5-4-0,55.6%,5.8,+4.1
Utah,3-3-0,50.0%,-13.3,-6.8
Portland,4-4-0,50.0%,-10.9,-3.0
New York,4-4-1,50.0%,5.8,+0.3
Chicago,5-5-0,50.0%,-7.3,-1.0
Atlanta,3-3-0,50.0%,2.5,+0.9
Denver,4-4-1,50.0%,0.0,-0.4
Boston,3-3-0,50.0%,7.5,-0.2
Detroit,5-6-1,45.5%,-3.3,-0.4
LA Lakers,4-5-0,44.4%,-0.8,-3.1
Dallas,2-3-1,40.0%,3.8,-0.2
Minnesota,3-6-0,33.3%,2.9,-4.1
Miami,3-7-0,30.0%,-2.7,-2.9
New Orleans,3-8-0,27.3%,-9.8,-7.4
Phoenix,2-6-0,25.0%,-1.9,-2.6
Washington,2-6-0,25.0%,-14.9,-5.1
Philadelphia,2-7-0,22.2%,-7.2,-4.5
San Antonio,0-7-0,0.0%,-7.0,-5.9
