Team,Over Record,Over %,Under %,Total +/-
Denver,210-166-7,55.9%,44.2%,+2.5
Indiana,236-187-6,55.8%,44.2%,+2.0
Minnesota,254-207-8,55.1%,44.9%,+1.6
San Antonio,218-180-7,54.8%,45.2%,+2.1
Houston,220-191-8,53.5%,46.5%,+1.8
Atlanta,235-205-6,53.4%,46.6%,+2.2
Washington,248-218-6,53.2%,46.8%,+1.2
Sacramento,240-218-7,52.4%,47.6%,+1.3
Toronto,199-183-0,52.1%,47.9%,+0.5
Milwaukee,185-172-6,51.8%,48.2%,+0.1
Okla City,199-188-7,51.4%,48.6%,+0.9
Philadelphia,222-210-3,51.4%,48.6%,+0.3
Boston,181-172-3,51.3%,48.7%,0.0
Portland,225-214-4,51.3%,48.8%,+0.9
New Orleans,227-217-4,51.1%,48.9%,+0.1
Cleveland,207-202-3,50.6%,49.4%,-0.2
LA Lakers,235-232-3,50.3%,49.7%,-0.3
Utah,194-196-6,49.7%,50.3%,+0.7
Miami,203-206-3,49.6%,50.4%,-0.9
Dallas,207-216-6,48.9%,51.1%,+0.6
LA Clippers,173-182-5,48.7%,51.3%,+1.0
Chicago,218-231-6,48.6%,51.5%,+0.1
Detroit,250-266-5,48.5%,51.6%,+0.3
Charlotte,222-240-6,48.1%,52.0%,+0.1
Phoenix,216-235-5,47.9%,52.1%,-0.1
Brooklyn,222-245-8,47.5%,52.5%,-0.2
Orlando,228-267-6,46.1%,53.9%,-1.2
Golden State,145-172-2,45.7%,54.3%,-0.5
New York,220-263-6,45.6%,54.5%,-0.8
Memphis,191-230-5,45.4%,54.6%,-0.7
