Team,ATS Record,Cover %,MOV,ATS +/-
Dartmouth,8-0-1,100.0%,11.8,+6.2
Mercyhurst,1-0-0,100.0%,5.0,+12.5
W Georgia,1-0-0,100.0%,-23.0,+0.5
Ball St,5-1-1,83.3%,13.5,+2.9
VCU,7-2-0,77.8%,14.9,+3.3
Toledo,3-1-0,75.0%,14.3,+0.3
S Carolina,11-4-0,73.3%,13.1,+6.2
Cornell,10-4-1,71.4%,6.3,+3.8
Butler,16-7-0,69.6%,9.9,+4.5
Maine,13-6-0,68.4%,-1.4,+1.5
Nebraska,19-9-0,67.9%,8.2,+7.1
Kent St,6-3-1,66.7%,14.2,+2.3
Boston U,10-5-0,66.7%,1.7,+4.9
Brown,12-6-1,66.7%,4.0,+2.7
Gard-Webb,20-10-0,66.7%,6.3,+4.4
Akron,12-6-0,66.7%,11.9,+4.2
NJIT,19-10-2,65.5%,0.1,+2.8
Purdue,15-8-0,65.2%,16.7,+4.9
Missouri,11-6-1,64.7%,2.7,-0.2
Utah Valley,31-17-0,64.6%,7.2,+3.3
Sam Hous St,20-11-1,64.5%,5.7,+2.4
Miss State,9-5-0,64.3%,12.8,+6.4
Vanderbilt,9-5-0,64.3%,9.7,+3.3
VA Tech,19-11-0,63.3%,3.3,+1.9
Portland St,58-34-4,63.0%,2.4,+2.3
UCLA,46-27-1,63.0%,8.3,+3.0
Santa Clara,54-32-1,62.8%,-0.2,+1.8
Merrimack,27-16-1,62.8%,3.7,+3.0
Hsn Christian,20-12-1,62.5%,-2.9,+2.6
North Texas,49-30-3,62.0%,2.4,+1.8
Miami,21-13-0,61.8%,3.4,+3.4
W Virginia,29-18-0,61.7%,4.8,+2.4
South Dakota,37-23-1,61.7%,2.7,+1.3
Wichita St,8-5-1,61.5%,6.9,+3.3
Temple,8-5-0,61.5%,3.2,+2.3
SC Upstate,16-10-0,61.5%,-1.8,+1.1
Nevada,16-10-1,61.5%,7.0,+2.9
Davidson,8-5-0,61.5%,5.2,+1.4
Lehigh,11-7-0,61.1%,0.7,+1.1
Yale,11-7-1,61.1%,11.3,+1.3
Wisconsin,11-7-1,61.1%,8.5,+2.5
Texas Tech,20-13-0,60.6%,9.8,+4.2
Miss Val St,42-28-0,60.0%,-13.1,+1.6
Alcorn St,42-28-2,60.0%,-3.1,+0.8
Villanova,15-10-0,60.0%,7.5,-0.2
St Bonavent,6-4-0,60.0%,8.1,+2.9
Drake,9-6-1,60.0%,9.0,+2.5
Dayton,9-6-0,60.0%,3.7,+0.4
Baylor,27-18-1,60.0%,10.0,+2.0
UCSB,36-24-3,60.0%,7.6,+2.1
St. Thomas,15-10-2,60.0%,2.6,+1.1
Xavier,12-8-1,60.0%,5.8,+3.8
Tarleton St,15-10-0,60.0%,1.7,+1.3
Missouri St,9-6-0,60.0%,7.1,+0.3
St Peters,46-31-1,59.7%,2.4,+2.5
USC,40-27-0,59.7%,4.7,+1.2
Loyola Mymt,51-35-3,59.3%,-1.3,+0.9
N Mex State,26-18-1,59.1%,10.2,+0.7
S Methodist,13-9-0,59.1%,15.1,+4.5
F Dickinson,36-25-1,59.0%,-0.7,+2.7
Lipscomb,33-23-1,58.9%,1.1,+1.2
Arkansas,10-7-0,58.8%,11.4,+4.0
Elon,47-33-1,58.8%,-0.5,+2.4
Southern,37-26-1,58.7%,3.5,+3.1
Rob Morris,37-26-0,58.7%,-1.1,+0.5
S Dakota St,34-24-1,58.6%,9.2,+2.1
UC Davis,41-29-0,58.6%,1.7,+1.5
Illinois St,7-5-0,58.3%,8.0,+4.6
NC-Grnsboro,28-20-0,58.3%,7.5,+2.5
Creighton,14-10-1,58.3%,12.7,+2.0
E Carolina,7-5-0,58.3%,4.1,+2.2
S Mississippi,42-30-1,58.3%,-3.2,+1.5
VMI,28-20-2,58.3%,-0.5,+0.2
Nicholls,18-13-0,58.1%,0.4,+1.9
IL-Chicago,36-26-1,58.1%,-0.7,+0.4
Memphis,11-8-0,57.9%,5.7,-1.2
Boise St,15-11-0,57.7%,8.6,+1.7
Michigan St,15-11-1,57.7%,7.7,+1.1
TX-Pan Am,27-20-0,57.5%,-5.3,+0.8
Maryland BC,16-12-1,57.1%,-0.7,+3.1
Hampton,32-24-0,57.1%,-0.8,+1.6
S Illinois,4-3-1,57.1%,11.0,-0.7
Mass Lowell,16-12-0,57.1%,-0.2,-0.1
Norfolk St,33-25-0,56.9%,7.3,+1.2
Stetson,25-19-1,56.8%,0.5,+1.9
Mercer,30-23-0,56.6%,4.6,+1.4
Valparaiso,26-20-0,56.5%,8.8,+0.1
Colgate,13-10-0,56.5%,10.5,+6.0
Bellarmine,13-10-0,56.5%,-0.3,+2.0
Connecticut,13-10-0,56.5%,6.0,+1.7
E Washingtn,57-44-1,56.4%,4.9,+1.7
Monmouth,44-34-1,56.4%,-0.4,-0.8
U Mass,9-7-0,56.3%,3.6,-1.6
N Kentucky,36-28-1,56.3%,4.7,+0.1
Sacred Hrt,32-25-0,56.1%,-0.2,+1.1
Virginia,23-18-1,56.1%,7.8,+0.2
Morehead St,51-40-6,56.0%,2.3,+0.3
California,33-26-0,55.9%,-3.1,-0.3
TX A&M-CC,24-19-1,55.8%,1.1,-0.8
Murray St,39-31-1,55.7%,10.9,+1.1
Wm & Mary,44-35-3,55.7%,-1.6,-0.5
Arkansas St,45-36-2,55.6%,-0.7,+0.1
Binghamton,10-8-0,55.6%,-5.9,+0.8
NC-Wilmgton,40-32-2,55.6%,3.3,+1.2
Kentucky,15-12-2,55.6%,16.3,+1.7
N Dakota St,35-28-0,55.6%,4.2,+2.4
N Florida,30-24-0,55.6%,-0.9,+0.2
Fla Gulf Cst,21-17-0,55.3%,7.6,+0.9
San Diego St,16-13-0,55.2%,12.6,+2.1
Middle Tenn,38-31-1,55.1%,3.3,+0.9
Iowa,11-9-0,55.0%,13.6,+2.1
NC Central,33-27-0,55.0%,5.1,-0.8
App State,45-37-5,54.9%,2.7,+0.6
Towson,41-34-1,54.7%,1.8,+0.3
Belmont,42-35-4,54.6%,10.5,+0.1
LSU,6-5-1,54.6%,6.3,+2.7
Longwood,18-15-1,54.6%,-1.3,+0.3
St Josephs,12-10-0,54.6%,-2.5,-1.3
Liberty,24-20-1,54.6%,6.3,-0.4
Samford,31-26-0,54.4%,2.4,+1.3
Youngs St,39-33-0,54.2%,1.3,+1.0
N Carolina,26-22-4,54.2%,8.2,+0.3
TX-Arlington,47-40-4,54.0%,1.8,-0.1
Louisiana,41-35-2,54.0%,3.2,+0.2
UC Riverside,35-30-4,53.9%,1.5,+1.6
UC Irvine,35-30-2,53.9%,6.9,+1.9
Alabama,7-6-1,53.9%,4.6,+1.0
Idaho,51-44-0,53.7%,-3.3,+1.1
High Point,15-13-0,53.6%,-0.9,-1.6
Cal St Nrdge,30-26-2,53.6%,-6.1,-0.2
Florida Intl,39-34-1,53.4%,-1.0,-0.9
S Alabama,47-41-1,53.4%,0.6,+0.6
Lamar,17-15-1,53.1%,1.2,+1.1
Furman,26-23-1,53.1%,5.5,+0.7
TX Christian,18-16-1,52.9%,1.8,+0.1
SE Missouri,45-40-1,52.9%,-3.0,+0.4
Wofford,27-24-0,52.9%,9.8,+2.7
Fresno St,9-8-0,52.9%,5.3,+3.1
North Dakota,37-33-2,52.9%,1.8,+2.2
Florida A&M,30-27-0,52.6%,-7.6,+0.2
Lafayette,10-9-0,52.6%,-10.0,-2.5
Tulane,10-9-1,52.6%,1.5,-0.1
Pittsburgh,10-9-2,52.6%,5.3,+0.1
SE Louisiana,21-19-1,52.5%,-3.5,+0.7
CS Fullerton,32-29-0,52.5%,0.2,+0.8
UCF,11-10-0,52.4%,-1.6,-0.3
Geo Mason,11-10-0,52.4%,3.4,-0.3
Indiana,11-10-0,52.4%,10.5,-2.9
S Utah,47-43-1,52.2%,-0.8,+0.6
Pepperdine,47-43-3,52.2%,-3.3,-0.5
Charlotte,36-33-3,52.2%,-0.5,+0.4
Penn St,12-11-0,52.2%,7.4,+2.0
Providence,12-11-1,52.2%,9.4,+4.5
Illinois,12-11-0,52.2%,6.3,-2.1
Rutgers,12-11-1,52.2%,5.6,+0.5
U Penn,13-12-0,52.0%,4.0,+1.6
Incar Word,14-13-0,51.9%,-3.4,+1.3
E Kentucky,42-39-1,51.9%,-0.3,-0.8
Seattle,30-28-0,51.7%,4.1,+1.3
Houston,15-14-1,51.7%,8.3,+1.6
W Illinois,31-29-1,51.7%,-0.9,-0.2
Hofstra,37-35-3,51.4%,6.2,+0.5
Marist,37-35-1,51.4%,-3.9,+1.2
N Colorado,46-44-2,51.1%,2.6,+0.7
Troy,46-44-1,51.1%,-0.3,+0.7
Coppin St,30-29-0,50.9%,-11.5,-1.2
