Team,Over Record,Over %,Under %,Total +/-
Sacramento,233-190-6,55.1%,44.9%,+2.3
Portland,237-201-8,54.1%,45.9%,+2.3
Milwaukee,249-213-3,53.9%,46.1%,+1.5
Washington,227-196-9,53.7%,46.3%,+1.2
Phoenix,255-224-3,53.2%,46.8%,+1.0
Philadelphia,219-193-5,53.2%,46.8%,+0.5
Atlanta,212-195-4,52.1%,47.9%,+2.2
Cleveland,225-207-6,52.1%,47.9%,+1.1
Toronto,197-188-1,51.2%,48.8%,+0.5
Utah,222-214-4,50.9%,49.1%,+1.4
Detroit,202-200-4,50.3%,49.8%,-0.3
LA Lakers,212-211-5,50.1%,49.9%,-0.3
Houston,208-209-9,49.9%,50.1%,+0.6
Dallas,205-206-7,49.9%,50.1%,+0.9
Orlando,212-213-6,49.9%,50.1%,-0.1
Charlotte,194-195-5,49.9%,50.1%,0.0
Indiana,205-209-7,49.5%,50.5%,-0.1
Denver,221-226-4,49.4%,50.6%,+0.6
Brooklyn,202-207-3,49.4%,50.6%,+0.4
Boston,193-199-6,49.2%,50.8%,+0.6
LA Clippers,220-234-9,48.5%,51.5%,+1.1
Chicago,219-233-6,48.5%,51.6%,+0.3
New Orleans,211-226-5,48.3%,51.7%,-0.2
Golden State,225-241-4,48.3%,51.7%,+0.9
Minnesota,200-215-6,48.2%,51.8%,+0.1
New York,190-213-5,47.2%,52.9%,-0.5
San Antonio,195-219-9,47.1%,52.9%,+0.1
Okla City,194-228-7,46.0%,54.0%,-1.2
Miami,193-232-1,45.4%,54.6%,-1.2
Memphis,188-229-6,45.1%,54.9%,-1.5
