Team,Over Record,Over %,Under %,Total +/-
Minnesota,254-211-3,54.6%,45.4%,+0.8
Washington,246-206-8,54.4%,45.6%,+1.8
San Antonio,253-212-4,54.4%,45.6%,+1.2
Denver,246-216-6,53.3%,46.8%,+1.2
Sacramento,210-194-8,52.0%,48.0%,+1.3
Milwaukee,257-239-8,51.8%,48.2%,+1.1
Toronto,254-238-8,51.6%,48.4%,+0.3
Atlanta,254-238-6,51.6%,48.4%,+1.0
Okla City,230-219-6,51.2%,48.8%,+0.6
Utah,231-221-9,51.1%,48.9%,+0.6
Indiana,244-239-5,50.5%,49.5%,+1.2
Detroit,209-207-8,50.2%,49.8%,+0.8
Portland,228-226-1,50.2%,49.8%,+0.7
Miami,252-250-3,50.2%,49.8%,+0.1
Boston,273-271-3,50.2%,49.8%,+0.2
Cleveland,244-245-3,49.9%,50.1%,+0.3
LA Lakers,224-225-2,49.9%,50.1%,+0.2
New Orleans,212-218-3,49.3%,50.7%,+0.8
Phoenix,217-226-7,49.0%,51.0%,-0.9
Memphis,227-239-5,48.7%,51.3%,+0.8
Houston,241-256-9,48.5%,51.5%,-0.5
Chicago,216-230-4,48.4%,51.6%,+0.4
Golden State,249-266-9,48.4%,51.7%,-0.8
New York,216-231-9,48.3%,51.7%,+0.7
Charlotte,220-239-7,47.9%,52.1%,+0.5
Philadelphia,222-242-4,47.8%,52.2%,-0.8
Dallas,231-255-3,47.5%,52.5%,+0.4
Orlando,222-246-6,47.4%,52.6%,-0.5
Brooklyn,215-240-9,47.3%,52.8%,+0.3
LA Clippers,203-239-8,45.9%,54.1%,-1.4
