Team,Over Record,Over %,Under %,Total +/-
Washington,117-85-3,57.9%,42.1%,+1.0
Portland,110-87-5,55.8%,44.2%,+3.2
Philadelphia,112-89-2,55.7%,44.3%,+1.6
Phoenix,125-103-0,54.8%,45.2%,+0.8
Chicago,105-95-4,52.5%,47.5%,+2.1
Milwaukee,110-101-1,52.1%,47.9%,+1.2
Houston,98-91-6,51.9%,48.2%,+1.3
Toronto,106-99-0,51.7%,48.3%,+0.2
LA Clippers,110-103-6,51.6%,48.4%,+3.2
Cleveland,108-104-3,50.9%,49.1%,+0.5
Detroit,100-97-1,50.8%,49.2%,-0.7
Atlanta,93-91-3,50.5%,49.5%,+0.9
Indiana,98-96-1,50.5%,49.5%,+0.1
Sacramento,106-105-4,50.2%,49.8%,+0.5
New Orleans,104-103-1,50.2%,49.8%,-0.4
Brooklyn,99-100-1,49.8%,50.3%,+0.4
Denver,102-105-4,49.3%,50.7%,+1.2
Boston,92-95-2,49.2%,50.8%,+0.4
Utah,100-104-0,49.0%,51.0%,+1.6
Orlando,88-92-1,48.9%,51.1%,-1.0
Minnesota,96-104-3,48.0%,52.0%,-0.9
San Antonio,93-102-4,47.7%,52.3%,-0.2
New York,93-103-3,47.5%,52.6%,-0.3
Charlotte,85-95-1,47.2%,52.8%,-1.2
LA Lakers,95-107-2,47.0%,53.0%,-1.8
Memphis,94-107-6,46.8%,53.2%,-0.8
Okla City,84-105-3,44.4%,55.6%,-1.1
Golden State,100-129-1,43.7%,56.3%,0.0
Miami,95-124-0,43.4%,56.6%,-1.9
Dallas,79-108-4,42.3%,57.8%,-0.8
