Team,Over Record,Over %,Under %,Total +/-
Oral Roberts,95-57-2,62.5%,37.5%,+3.2
New Orleans,71-43-2,62.3%,37.7%,+2.8
S Dakota St,52-32-1,61.9%,38.1%,+4.9
Illinois St,97-62-3,61.0%,39.0%,+3.2
Bucknell,70-45-2,60.9%,39.1%,+3.9
Denver,111-75-1,59.7%,40.3%,+2.6
Prairie View,65-44-1,59.6%,40.4%,+5.0
NJIT,83-57-1,59.3%,40.7%,+1.7
Syracuse,77-53-1,59.2%,40.8%,+3.0
Alcorn St,73-52-0,58.4%,41.6%,+3.3
Michigan St,49-36-0,57.7%,42.4%,+2.9
Seton Hall,76-56-3,57.6%,42.4%,+2.3
SC Upstate,97-72-0,57.4%,42.6%,+2.0
Michigan,59-44-3,57.3%,42.7%,+1.8
Bowling Grn,85-64-0,57.1%,43.0%,+3.1
Delaware St,98-74-2,57.0%,43.0%,+2.6
LSU,78-59-1,56.9%,43.1%,+2.5
Nevada,54-41-1,56.8%,43.2%,+2.3
Samford,84-64-1,56.8%,43.2%,+4.0
Lg Beach St,97-74-1,56.7%,43.3%,+3.1
Winthrop,38-29-2,56.7%,43.3%,+3.0
Columbia,81-62-1,56.6%,43.4%,+2.7
Baylor,47-36-3,56.6%,43.4%,+1.4
Richmond,69-53-2,56.6%,43.4%,+1.3
Indiana St,78-60-2,56.5%,43.5%,+2.0
S Indiana,26-20-0,56.5%,43.5%,+2.5
Grd Canyon,40-31-1,56.3%,43.7%,+2.3
South Dakota,81-63-1,56.3%,43.8%,+3.7
Morgan St,68-53-0,56.2%,43.8%,+2.3
Boston Col,119-93-5,56.1%,43.9%,+1.8
Montana St,87-68-0,56.1%,43.9%,+2.4
Iowa St,78-61-1,56.1%,43.9%,+2.7
S Utah,92-72-5,56.1%,43.9%,+2.3
Hsn Christian,88-69-2,56.1%,44.0%,+3.0
Georgia St,51-40-0,56.0%,44.0%,+3.8
W Virginia,65-51-3,56.0%,44.0%,+3.0
Idaho St,118-93-3,55.9%,44.1%,+2.1
Youngs St,95-75-0,55.9%,44.1%,+2.2
Seattle,62-49-2,55.9%,44.1%,+1.9
Hofstra,48-38-0,55.8%,44.2%,+3.2
Santa Clara,87-69-3,55.8%,44.2%,+1.1
Oregon St,103-82-0,55.7%,44.3%,+0.2
UCSD,35-28-2,55.6%,44.4%,+3.0
WI-Grn Bay,106-85-1,55.5%,44.5%,+2.4
Geo Mason,86-69-1,55.5%,44.5%,+1.4
Lamar,71-57-1,55.5%,44.5%,+1.3
UTSA,104-84-2,55.3%,44.7%,+2.9
Central Ark,89-72-4,55.3%,44.7%,+3.1
Neb Omaha,105-85-2,55.3%,44.7%,+1.9
Weber St,54-44-0,55.1%,44.9%,+1.4
Pepperdine,93-76-4,55.0%,45.0%,+2.8
North Dakota,110-90-1,55.0%,45.0%,+2.8
Queens,22-18-1,55.0%,45.0%,+0.3
Wright St,50-41-0,55.0%,45.1%,+1.7
Ball St,74-61-3,54.8%,45.2%,+2.3
Texas A&M,69-57-1,54.8%,45.2%,+1.8
Navy,58-48-2,54.7%,45.3%,-0.2
Stetson,82-68-3,54.7%,45.3%,+1.2
LA Tech,47-39-1,54.7%,45.4%,+0.8
Arizona St,81-68-2,54.4%,45.6%,+0.7
Loyola-MD,75-63-0,54.4%,45.7%,+0.8
Furman,44-37-1,54.3%,45.7%,0.0
Holy Cross,95-80-3,54.3%,45.7%,+0.3
St Josephs,95-80-1,54.3%,45.7%,+1.9
San Diego,95-80-1,54.3%,45.7%,+0.4
NW State,77-65-1,54.2%,45.8%,+0.9
Georgetown,97-82-0,54.2%,45.8%,+1.2
Fresno St,78-66-1,54.2%,45.8%,+1.6
Detroit,113-96-2,54.1%,45.9%,+2.9
Nebraska,101-86-2,54.0%,46.0%,+1.8
Ohio St,61-52-1,54.0%,46.0%,+2.2
Army,62-53-0,53.9%,46.1%,+1.9
Sacred Hrt,62-53-0,53.9%,46.1%,+3.3
Delaware,91-78-0,53.9%,46.2%,+2.6
Montana,49-42-0,53.9%,46.2%,+0.4
VA Tech,70-60-2,53.9%,46.2%,+1.7
SE Missouri,112-96-4,53.9%,46.2%,+2.7
Louisiana,58-50-1,53.7%,46.3%,+0.7
Sam Hous St,51-44-0,53.7%,46.3%,+0.1
UNLV,74-64-0,53.6%,46.4%,+1.7
Missouri St,74-64-0,53.6%,46.4%,+1.7
Rhode Island,60-52-0,53.6%,46.4%,+1.0
Bellarmine,38-33-0,53.5%,46.5%,+1.6
NC State,76-66-1,53.5%,46.5%,+0.9
Tulane,93-81-0,53.5%,46.6%,+1.6
Rice,101-88-1,53.4%,46.6%,+1.9
Oregon,47-41-2,53.4%,46.6%,+1.3
Toledo,40-35-1,53.3%,46.7%,+3.6
Howard,64-56-3,53.3%,46.7%,+2.1
Georgia,96-84-1,53.3%,46.7%,+1.6
Central Mich,89-78-0,53.3%,46.7%,+1.4
San Francisco,57-50-0,53.3%,46.7%,+2.3
S Methodist,41-36-0,53.3%,46.8%,+0.9
Iona,42-37-2,53.2%,46.8%,+0.2
TX-Pan Am,76-67-3,53.2%,46.9%,+1.3
Wyoming,94-83-4,53.1%,46.9%,+1.9
Clemson,61-54-3,53.0%,47.0%,+1.4
E Washingtn,70-62-2,53.0%,47.0%,+2.0
Colorado St,70-62-0,53.0%,47.0%,+1.0
Murray St,44-39-2,53.0%,47.0%,+1.0
Incar Word,80-71-1,53.0%,47.0%,+2.0
Portland St,81-72-4,52.9%,47.1%,+3.2
USC,63-56-1,52.9%,47.1%,+0.7
E Carolina,100-89-3,52.9%,47.1%,+1.3
NC-Asheville,55-49-4,52.9%,47.1%,+0.2
Brown,74-66-1,52.9%,47.1%,+1.3
Memphis,57-51-0,52.8%,47.2%,+3.0
S Florida,105-94-0,52.8%,47.2%,+2.1
Cornell,78-70-1,52.7%,47.3%,+2.9
Florida Intl,88-79-2,52.7%,47.3%,+1.1
WI-Milwkee,88-79-0,52.7%,47.3%,+0.3
High Point,59-53-2,52.7%,47.3%,+0.3
Dayton,41-37-1,52.6%,47.4%,+0.1
NC A&T,73-66-0,52.5%,47.5%,+1.4
Marquette,63-57-3,52.5%,47.5%,+2.6
U Penn,63-57-2,52.5%,47.5%,0.0
Penn St,85-77-2,52.5%,47.5%,+2.4
Texas St,64-58-3,52.5%,47.5%,+0.4
Wake Forest,87-79-4,52.4%,47.6%,+1.6
Washington,90-82-0,52.3%,47.7%,+1.7
S Carolina,79-72-3,52.3%,47.7%,0.0
San Jose St,124-113-4,52.3%,47.7%,+1.5
Kansas St,79-72-3,52.3%,47.7%,+2.0
N Colorado,68-62-0,52.3%,47.7%,+0.7
Miss State,69-63-1,52.3%,47.7%,+0.9
Ohio,60-55-1,52.2%,47.8%,+1.7
App State,87-80-4,52.1%,47.9%,+0.3
Chattanooga,63-58-1,52.1%,47.9%,+1.8
SIU Edward,102-94-7,52.0%,48.0%,+0.1
Col Charlestn,52-48-1,52.0%,48.0%,+1.0
Miss Val St,107-99-3,51.9%,48.1%,+1.2
Oklahoma St,81-75-3,51.9%,48.1%,+1.0
Lipscomb,54-50-1,51.9%,48.1%,-0.8
F Dickinson,68-63-3,51.9%,48.1%,+1.5
James Mad,71-66-0,51.8%,48.2%,+1.0
TX A&M-CC,58-54-3,51.8%,48.2%,+0.3
Utah Valley,59-55-0,51.8%,48.3%,-0.5
Alabama,60-56-4,51.7%,48.3%,+1.4
Mercer,76-71-4,51.7%,48.3%,+2.1
N Iowa,63-59-1,51.6%,48.4%,+2.0
Northeastrn,65-61-1,51.6%,48.4%,+1.0
NC Central,49-46-0,51.6%,48.4%,-0.7
Utah St,53-50-1,51.5%,48.5%,+1.4
Geo Wshgtn,89-84-2,51.5%,48.6%,+1.5
UC Davis,71-67-2,51.5%,48.6%,+0.8
NC-Wilmgton,72-68-0,51.4%,48.6%,+0.7
Duke,18-17-1,51.4%,48.6%,-0.3
E Michigan,90-85-0,51.4%,48.6%,+0.3
GA Southern,76-72-0,51.4%,48.7%,-0.3
Arizona,19-18-1,51.4%,48.7%,+2.7
Sac State,96-91-2,51.3%,48.7%,0.0
Campbell,58-55-2,51.3%,48.7%,+0.5
Coastal Car,77-73-1,51.3%,48.7%,+2.4
Ark Pine Bl,85-81-3,51.2%,48.8%,+0.7
Marshall,65-62-2,51.2%,48.8%,+1.6
Missouri,92-88-2,51.1%,48.9%,-0.3
