Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,2-1-1,66.7%,-8.0,-2.8
Southern,65-44-1,59.6%,3.1,+1.6
Longwood,70-50-1,58.3%,-0.7,+1.6
SC Upstate,54-39-3,58.1%,-1.5,+0.6
St. Thomas,29-21-0,58.0%,3.6,+1.5
N Alabama,44-32-2,57.9%,2.1,+1.9
S Car State,47-35-1,57.3%,-1.5,+1.2
N Florida,74-56-2,56.9%,-0.9,+1.1
Jksnville St,135-103-7,56.7%,1.7,+1.0
Oakland,151-116-5,56.6%,2.2,+0.2
Villanova,333-257-9,56.4%,7.5,+0.9
Gard-Webb,75-59-1,56.0%,2.0,+1.8
Yale,183-144-11,56.0%,2.8,+0.8
Grambling St,63-50-2,55.8%,-1.5,+1.8
LA Tech,242-193-10,55.6%,4.6,+0.8
Lipscomb,90-72-1,55.6%,1.0,+1.2
IPFW,131-106-4,55.3%,1.7,+0.9
Sam Hous St,86-70-5,55.1%,3.8,+1.1
Utah St,302-246-9,55.1%,8.3,+1.8
Iowa St,241-198-6,54.9%,6.0,+1.0
NC Central,73-60-1,54.9%,6.5,+1.2
Kansas City,74-61-2,54.8%,-1.0,+0.1
Indiana St,216-179-6,54.7%,1.4,+1.0
Towson,146-121-3,54.7%,-0.1,+0.8
Colgate,89-74-1,54.6%,0.8,+1.1
St Peters,156-130-5,54.6%,-0.8,+1.1
Connecticut,320-267-10,54.5%,9.6,+0.9
Miami,250-209-11,54.5%,5.0,+0.6
Lafayette,56-47-1,54.4%,-0.4,+0.2
Toledo,238-201-6,54.2%,4.6,+0.8
S Dakota St,161-136-5,54.2%,5.9,+1.1
Mercer,104-88-3,54.2%,0.3,-0.2
Canisius,150-127-7,54.2%,-1.2,-0.1
Abl Christian,66-56-1,54.1%,4.9,+1.0
IL-Chicago,187-159-10,54.1%,-0.2,-0.2
Davidson,255-217-9,54.0%,6.5,+0.4
Xavier,319-272-14,54.0%,6.8,+0.8
Florida A&M,41-35-0,54.0%,-3.8,+0.3
Jackson St,55-47-2,53.9%,0.8,+0.5
NC-Wilmgton,212-182-15,53.8%,1.9,+0.4
South Dakota,100-86-3,53.8%,1.7,-0.5
Norfolk St,86-74-5,53.8%,1.7,+0.9
Houston,245-211-9,53.7%,6.7,+1.1
NW State,53-46-4,53.5%,0.0,+1.0
Memphis,318-276-15,53.5%,7.9,+0.8
TX A&M-CC,69-60-3,53.5%,2.0,+0.8
Creighton,307-267-12,53.5%,7.2,+0.7
Nevada,244-213-12,53.4%,4.5,+0.6
Marquette,272-238-7,53.3%,5.5,+0.6
Saint Louis,240-210-3,53.3%,2.3,+0.3
Penn St,193-169-11,53.3%,1.0,+0.6
Manhattan,177-155-6,53.3%,0.3,+0.1
Oregon,291-255-12,53.3%,5.6,+0.8
Merrimack,41-36-2,53.3%,1.2,+1.0
Maryland ES,33-29-2,53.2%,-6.5,-1.4
S Mississippi,191-168-8,53.2%,2.7,0.0
Kansas St,227-200-8,53.2%,4.4,+0.6
San Diego St,279-246-10,53.1%,6.1,+0.8
Evansville,171-151-10,53.1%,0.4,+0.1
Grd Canyon,86-76-2,53.1%,7.2,+1.2
S Florida,172-152-7,53.1%,0.9,+0.1
VCU,294-260-13,53.1%,6.3,+0.8
Vermont,115-102-6,53.0%,6.9,+0.6
Kent St,277-246-16,53.0%,4.7,+0.5
Temple,268-238-9,53.0%,3.4,+0.4
New Mexico,252-224-14,52.9%,6.0,+0.6
Tulsa,235-209-9,52.9%,4.3,+0.3
Stanford,272-242-12,52.9%,6.3,+0.4
Cal St Nrdge,146-130-3,52.9%,-0.1,+0.3
Wichita St,265-236-15,52.9%,7.1,+0.8
Princeton,212-189-5,52.9%,6.6,+1.0
N Iowa,231-206-11,52.9%,3.1,+0.2
Utah,250-223-13,52.9%,6.1,+0.6
Neb Omaha,76-68-0,52.8%,-2.5,-0.2
North Texas,191-171-11,52.8%,2.1,+0.6
Butler,289-259-16,52.7%,6.2,+1.0
Wisconsin,312-280-13,52.7%,7.1,+0.7
Weber St,216-194-9,52.7%,3.8,+0.3
GA Southern,167-150-7,52.7%,0.5,+0.1
