Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-,all_games_ATS Record_numeric,equal_rest_ATS Record_numeric,four_plus_days_off_ATS Record_numeric,is_after_loss_ATS Record_numeric,is_after_win_ATS Record_numeric,is_away_ATS Record_numeric,is_dog_ATS Record_numeric,is_fav_ATS Record_numeric,is_home_ATS Record_numeric,no_rest_ATS Record_numeric,one_day_off_ATS Record_numeric,rest_advantage_ATS Record_numeric,rest_disadvantage_ATS Record_numeric,two_three_days_off_ATS Record_numeric,Home_Away_Advantage,Rest_Days_Advantage,Momentum_all_games_ATS Record_numeric_Last5,Matchup_Strength_Diff
Mercyhurst,3-0-1,1.0,0.6965699208443271,1.0,3-0-0,1.0,0.595022624434389,0.9999999999999998,1-0-0,0.9999999999999999,0.051282051282051266,0.7468354430379746,1-0-0,0.9999999999999999,1.0,1.0,1-0-1,1.0,0.6458333333333334,1.0,2-0-1,0.9999999999999999,0.316622691292876,1.0,3-0-1,0.9999999999999999,0.8385416666666667,1.0,0,0.0,0.12844036697247704,0.4683544303797468,1-0-0,1.0,1.0,1.0,0,0.0,0.631578947368421,0.5473372781065089,1-0-0,1.0000000000000002,0.7052896725440805,1.0,0-0-0,0.0,0.9999999999999999,0.3680555555555556,0-0-1,0.0,0.18159806295399517,0.376,1-0-1,1.0,0.9791183294663574,1.0,3.5,3.0,1.0,1.0,1.5,2.5,3.5,0.0,1.0,0.0,1.0,0.0,0.5,1.5,0.683377308707124,0.8184019370460047,3.5,-0.7101012996941897
NC Central,114-81-4,0.3230016313213703,0.6728232189973614,0.36781609195402304,64-48-2,0.5710000000000001,0.6561085972850678,0.42647058823529405,43-31-0,0.3641881638846737,0.617948717948718,0.8101265822784809,48-28-3,0.4241001564945227,0.5109649122807017,0.31543624161073824,61-49-1,0.555,0.6215277777777778,0.4666666666666667,54-43-2,0.3110419906687403,0.4591029023746702,0.381578947368421,53-39-2,0.3150242326332795,0.546875,0.38,61-41-2,0.598,0.5321100917431192,0.5822784810126581,36-25-1,0.59,0.7967145790554415,0.38181818181818183,11-7-0,0.611,0.6552631578947368,0.5384615384615384,33-27-0,0.46808510638297873,0.707808564231738,0.2810810810810811,23-14-0,0.7775000000000001,0.6323024054982818,0.5069444444444444,27-19-2,0.5870000000000001,0.4963680387409201,0.416,27-16-4,0.628,0.7354988399071927,0.5670103092783505,35.0,17.0,12.0,21.5,12.5,12.0,15.0,21.0,11.5,4.0,6.0,9.0,9.0,13.0,0.3376116766807713,0.13593436675736165,19.25,-0.014764908256880815
Sam Hous St,118-87-5,0.3083197389885808,0.6912928759894459,0.4137931034482759,59-46-2,0.562,0.67420814479638,0.4485294117647058,43-26-2,0.4279210925644915,0.6846153846153846,0.8227848101265822,41-28-1,0.3646322378716744,0.49780701754385964,0.24832214765100669,75-57-4,0.568,0.607638888888889,0.5809523809523809,62-44-3,0.35458786936236386,0.5435356200527705,0.5263157894736842,50-46-2,0.22617124394184174,0.640625,0.37,67-40-3,0.626,0.5825688073394495,0.6392405063291139,41-26-1,0.612,0.7248459958932238,0.4121212121212121,5-10-0,0.33299999999999996,0.5499999999999999,0.514792899408284,20-11-1,0.5803782505910166,0.7229219143576826,0.4540540540540541,22-20-0,0.655,0.599656357388316,0.3819444444444445,37-21-3,0.638,0.6004842615012107,0.5920000000000001,50-40-2,0.556,0.6983758700696056,0.4639175257731959,33.5,14.0,18.0,13.5,20.0,19.5,5.0,28.5,15.5,-5.0,9.5,2.0,17.5,11.0,0.1813103758404534,-0.000827904112894684,24.0,-0.05805619266055051
St. Thomas,51-38-2,0.3034257748776509,0.6358839050131926,0.4367816091954023,38-19-2,0.667,0.67420814479638,0.6470588235294117,16-20-0,0.1562974203338391,0.5641025641025641,0.43037974683544294,21-17-2,0.300469483568075,0.48464912280701755,0.31543624161073824,28-20-0,0.583,0.513888888888889,0.5428571428571428,24-22-2,0.2566096423017107,0.47229551451187335,0.3684210526315789,23-21-2,0.22940226171243938,0.7291666666666667,0.53,28-17-0,0.622,0.4495412844036697,0.5632911392405062,19-14-0,0.5760000000000001,0.6919917864476386,0.4484848484848485,7-1-0,0.875,0.7052631578947368,0.7692307692307693,15-11-2,0.5000000000000001,0.6297229219143576,0.3783783783783784,3-7-0,0.375,0.6443298969072164,0.11805555555555558,10-12-0,0.455,0.4455205811138015,0.224,13-6-0,0.684,0.7726218097447797,0.8453608247422681,14.0,20.0,-4.0,5.0,8.0,3.0,3.0,11.0,5.0,6.0,5.0,-4.0,-2.0,7.0,0.21969627193576524,0.19880931579341493,21.5,-0.27962538226299705
Yale,133-100-8,0.30016313213703105,0.7150395778364115,0.4022988505747127,91-70-6,0.5650000000000001,0.7239819004524887,0.41176470588235287,66-40-4,0.4279210925644915,0.717948717948718,0.8354430379746834,34-30-1,0.2660406885758998,0.5504385964912281,0.261744966442953,94-68-7,0.58,0.6006944444444445,0.5333333333333333,70-53-5,0.3297045101088646,0.6385224274406333,0.5526315789473684,35-37-3,0.1696284329563813,0.6510416666666667,0.32,98-61-5,0.616,0.5917431192660549,0.6139240506329113,43-38-3,0.531,0.7125256673511293,0.32121212121212117,30-25-1,0.546,0.7947368421052632,0.5621301775147929,11-7-1,0.5401891252955083,0.8639798488664987,0.3945945945945946,18-15-1,0.6825000000000001,0.6065292096219931,0.5347222222222222,24-15-1,0.615,0.6682808716707023,0.616,26-28-2,0.48200000000000004,0.6334106728538283,0.3711340206185567,37.0,24.0,28.0,4.5,29.5,19.5,-0.5,39.5,6.5,5.5,4.5,3.5,9.5,-1.0,0.07400323991049607,-0.06175166204870919,24.6,-0.0592985474006118
Furman,161-123-5,0.2936378466557913,0.7229551451187334,0.3908045977011495,111-72-0,0.6070000000000001,0.7352941176470588,0.4779411764705881,40-30-0,0.3490136570561456,0.7333333333333333,0.5569620253164556,51-42-2,0.2926447574334897,0.5109649122807017,0.2348993288590604,109-80-3,0.5770000000000001,0.638888888888889,0.5809523809523809,73-62-3,0.286158631415241,0.6306068601583114,0.5263157894736842,45-39-2,0.25040387722132473,0.6927083333333334,0.4,114-83-3,0.579,0.610091743119266,0.5696202531645569,73-44-2,0.624,0.7002053388090349,0.3939393939393939,6-9-0,0.4,0.6499999999999999,0.514792899408284,26-23-1,0.4456264775413712,0.7178841309823677,0.3621621621621622,29-30-1,0.6150000000000001,0.570446735395189,0.36111111111111116,21-21-4,0.5,0.6101694915254238,0.504,89-61-4,0.593,0.7262180974477959,0.597938144329897,40.5,39.0,10.0,10.0,30.5,12.5,7.0,32.5,30.0,-3.0,3.5,-0.5,2.0,30.0,0.06959847865072355,-0.03972275613023479,32.0,-0.08261659021406742
Nevada,181-140-6,0.2887438825448613,0.6649076517150395,0.37931034482758624,95-73-4,0.5660000000000001,0.6945701357466063,0.3823529411764705,48-35-2,0.35963581183611526,0.658974358974359,0.6835443037974682,54-48-1,0.26291079812206564,0.42324561403508776,0.18791946308724833,119-89-5,0.5720000000000001,0.6180555555555556,0.5714285714285714,64-56-3,0.2737169517884913,0.58311345646438,0.42105263157894735,51-49-1,0.20840064620355414,0.7135416666666667,0.36000000000000004,129-91-5,0.5860000000000001,0.5779816513761468,0.5759493670886076,88-56-3,0.611,0.6180698151950719,0.40606060606060607,12-8-0,0.6,0.6921052631578947,0.5710059171597633,16-10-1,0.5449172576832152,0.7556675062972291,0.4810810810810811,44-38-2,0.6712500000000001,0.43814432989690716,0.4375,42-29-0,0.5920000000000001,0.7433414043583536,0.656,105-87-3,0.547,0.6566125290023203,0.4742268041237114,44.0,24.0,14.0,6.5,32.5,9.5,2.5,40.5,33.5,4.0,6.5,7.0,13.0,19.5,0.03495635873069192,-0.30519707446144645,33.8,-0.13556001529051998
E Washingtn,171-133-3,0.2871125611745513,0.6385224274406331,0.4137931034482759,106-88-3,0.546,0.6855203619909501,0.4338235294117646,74-61-1,0.314112291350531,0.5948717948717949,0.670886075949367,62-46-1,0.33333333333333326,0.4276315789473684,0.3825503355704698,106-82-2,0.564,0.576388888888889,0.5047619047619047,96-69-2,0.3499222395023328,0.532981530343008,0.5789473684210527,75-57-1,0.3021001615508885,0.6927083333333334,0.48,93-76-2,0.55,0.5045871559633026,0.550632911392405,58-49-1,0.542,0.6714579055441479,0.3878787878787878,10-6-0,0.625,0.7447368421052631,0.591715976331361,57-44-1,0.48463356973995275,0.7027707808564231,0.41621621621621624,35-28-0,0.6950000000000001,0.4982817869415807,0.5,30-17-0,0.638,0.5254237288135594,0.608,30-22-1,0.5770000000000001,0.6357308584686775,0.5360824742268042,39.5,19.5,13.5,16.5,25.0,28.0,18.5,18.0,9.5,4.0,13.5,7.0,13.0,8.5,0.13847637520113987,-0.02714194187197866,35.0,-0.18812117737003076
Le Moyne,18-14-1,0.2871125611745513,0.5145118733509234,0.6436781609195403,8-12-0,0.4,0.48190045248868774,0.3823529411764705,9-4-0,0.5326251896813353,0.5512820512820513,0.9999999999999998,9-6-1,0.3740219092331768,0.47807017543859653,0.5637583892617449,8-7-0,0.533,0.31250000000000006,0.5428571428571428,11-10-1,0.25972006220839805,0.3192612137203167,0.6842105263157894,12-11-1,0.22778675282714056,0.5104166666666666,0.5,6-3-0,0.667,0.7293577981651376,0.9999999999999999,7-4-0,0.636,0.7084188911704312,0.6181818181818182,0,0.0,0.631578947368421,0.5473372781065089,3-6-1,0.2115839243498818,0.5919395465994961,0.41621621621621624,4-1-0,1.0,0.6993127147766323,1.0,6-1-1,0.8570000000000001,0.2929782082324455,1.0,6-4-0,0.6,0.5034802784222738,0.865979381443299,4.5,-4.0,5.0,3.5,1.0,1.5,1.5,3.0,3.0,0.0,-2.5,3.0,5.5,2.0,0.38915767745011454,0.40633450654418674,33.1,0.21894113149847094
Houston,181-141-7,0.28548123980424145,0.8496042216358838,0.5287356321839081,82-58-2,0.5860000000000001,0.8733031674208145,0.6029411764705881,52-39-3,0.3490136570561456,0.8743589743589744,0.7974683544303796,36-31-0,0.27543035993740217,0.5877192982456141,0.3422818791946309,138-109-7,0.559,0.8090277777777779,0.6285714285714286,52-55-1,0.2006220839813374,0.7176781002638523,0.513157894736842,31-25-0,0.2794830371567043,0.8958333333333334,0.6600000000000001,149-115-7,0.564,0.8027522935779816,0.6139240506329113,89-59-6,0.601,0.7720739219712526,0.5030303030303029,14-10-0,0.583,0.8105263157894737,0.5680473372781065,15-14-1,0.4290780141843973,0.7884130982367757,0.41081081081081083,42-43-2,0.6175,0.5463917525773195,0.4027777777777778,57-40-3,0.588,0.8644067796610171,0.608,100-78-3,0.562,0.8283062645011601,0.6804123711340206,43.5,25.0,14.5,5.0,32.5,-2.5,6.0,37.5,33.0,4.0,1.5,0.0,18.5,23.5,0.054395821707400316,-0.31801502708369755,34.4,-0.09308103975535176
