Team,Over Record,Over %,Under %,Total +/-
W Georgia,1-0-0,100.0%,0.0%,+6.0
Hsn Christian,26-11-0,70.3%,29.7%,+8.3
St. Thomas,7-3-0,70.0%,30.0%,+3.9
Lipscomb,28-14-1,66.7%,33.3%,+5.7
GA Southern,65-37-1,63.7%,36.3%,+5.7
Bellarmine,12-7-0,63.2%,36.8%,-0.1
Missouri St,81-48-1,62.8%,37.2%,+5.7
Morgan St,27-16-1,62.8%,37.2%,+3.6
N Colorado,59-36-2,62.1%,37.9%,+5.7
Chicago St,27-17-0,61.4%,38.6%,+5.4
Pacific,63-40-1,61.2%,38.8%,+3.0
NC-Wilmgton,72-46-0,61.0%,39.0%,+4.6
S Car State,25-16-0,61.0%,39.0%,+7.5
Rob Morris,23-15-1,60.5%,39.5%,+2.7
E Washingtn,69-45-2,60.5%,39.5%,+4.8
Prairie View,23-15-0,60.5%,39.5%,+3.8
Radford,30-20-0,60.0%,40.0%,+3.9
Youngs St,66-44-2,60.0%,40.0%,+4.4
South Dakota,49-33-1,59.8%,40.2%,+3.8
Oral Roberts,46-31-0,59.7%,40.3%,+4.1
Bucknell,25-17-1,59.5%,40.5%,+3.0
Delaware,67-46-1,59.3%,40.7%,+3.9
Stony Brook,33-23-0,58.9%,41.1%,+5.2
UCSD,10-7-1,58.8%,41.2%,+1.4
Denver,70-49-2,58.8%,41.2%,+2.2
Citadel,54-38-2,58.7%,41.3%,+3.3
Jacksonville,24-17-0,58.5%,41.5%,+1.7
Mass Lowell,24-17-0,58.5%,41.5%,+3.0
Ste F Austin,31-22-2,58.5%,41.5%,+2.7
WI-Grn Bay,77-55-1,58.3%,41.7%,+3.5
Belmont,56-40-2,58.3%,41.7%,+1.9
W Illinois,46-33-1,58.2%,41.8%,+3.4
Neb Omaha,43-31-1,58.1%,41.9%,+2.4
Longwood,26-19-1,57.8%,42.2%,+0.6
S Utah,46-34-3,57.5%,42.5%,+3.4
Grd Canyon,31-23-1,57.4%,42.6%,+3.2
N Dakota St,60-45-1,57.1%,42.9%,+3.3
AR Lit Rock,64-48-0,57.1%,42.9%,+2.2
Jksnville St,53-40-2,57.0%,43.0%,+1.1
Buffalo,78-59-3,56.9%,43.1%,+2.9
NC-Asheville,33-25-0,56.9%,43.1%,+2.6
BYU,67-51-2,56.8%,43.2%,+3.0
N Arizona,55-42-2,56.7%,43.3%,+2.9
Sacred Hrt,17-13-0,56.7%,43.3%,+5.9
California,78-60-1,56.5%,43.5%,+1.8
Campbell,22-17-0,56.4%,43.6%,+4.1
Utah Valley,31-24-0,56.4%,43.6%,-1.5
Alcorn St,27-21-0,56.3%,43.8%,+3.5
W Michigan,68-53-0,56.2%,43.8%,+2.4
IPFW,41-32-3,56.2%,43.8%,+1.2
TN Tech,55-43-0,56.1%,43.9%,+4.6
St Josephs,88-69-3,56.1%,44.0%,+1.3
Hampton,28-22-0,56.0%,44.0%,+4.2
NC State,104-82-2,55.9%,44.1%,+1.0
St Johns,101-80-4,55.8%,44.2%,+2.4
Northeastrn,54-43-4,55.7%,44.3%,+1.6
Illinois St,69-55-1,55.7%,44.4%,+1.9
Dayton,92-74-2,55.4%,44.6%,+1.8
Oakland,52-42-1,55.3%,44.7%,+2.1
Wake Forest,120-97-4,55.3%,44.7%,+1.5
IL-Chicago,74-60-1,55.2%,44.8%,+2.3
Mercer,32-26-2,55.2%,44.8%,+2.2
Michigan,107-87-1,55.2%,44.9%,+2.7
Marquette,118-96-2,55.1%,44.9%,+2.1
N Florida,22-18-1,55.0%,45.0%,+4.5
Brown,33-27-0,55.0%,45.0%,+1.2
Oregon St,72-59-1,55.0%,45.0%,+1.4
Washington,79-65-1,54.9%,45.1%,+2.4
Notre Dame,108-89-4,54.8%,45.2%,+1.9
TX Southern,29-24-1,54.7%,45.3%,+2.4
Wichita St,88-73-3,54.7%,45.3%,+1.8
LA Tech,53-44-2,54.6%,45.4%,+0.3
S Indiana,6-5-0,54.6%,45.5%,+2.2
Duquesne,85-71-0,54.5%,45.5%,+2.8
Bradley,73-61-2,54.5%,45.5%,+2.8
Troy,55-46-5,54.5%,45.5%,+2.3
UTSA,33-28-0,54.1%,45.9%,+3.2
Colgate,33-28-0,54.1%,45.9%,0.0
Loyola Mymt,55-47-3,53.9%,46.1%,+1.3
TN Martin,55-47-2,53.9%,46.1%,+3.2
Geo Mason,70-60-1,53.9%,46.2%,+2.2
Utah St,77-66-3,53.9%,46.2%,+3.1
N Carolina,119-102-4,53.9%,46.2%,+0.6
Tarleton St,14-12-0,53.9%,46.2%,+4.7
Santa Clara,58-50-0,53.7%,46.3%,+1.3
USC,73-63-2,53.7%,46.3%,+1.8
