Team,Over Record,Over %,Under %,Total +/-
Chicago,1-0-0,100.0%,0.0%,+31.5
Charlotte,1-0-0,100.0%,0.0%,+46.0
Cleveland,10-3-0,76.9%,23.1%,+10.9
New Orleans,3-1-1,75.0%,25.0%,+3.4
Phoenix,6-2-0,75.0%,25.0%,+2.4
Indiana,6-2-0,75.0%,25.0%,-3.2
Atlanta,6-2-0,75.0%,25.0%,+7.8
Denver,6-3-0,66.7%,33.3%,+9.8
Brooklyn,2-1-0,66.7%,33.3%,-5.0
Minnesota,9-5-0,64.3%,35.7%,+4.0
LA Lakers,5-4-0,55.6%,44.4%,+5.7
Memphis,5-4-0,55.6%,44.4%,+1.3
Okla City,7-6-0,53.9%,46.2%,-2.9
New York,7-6-0,53.9%,46.2%,+4.3
Philadelphia,2-2-0,50.0%,50.0%,-2.6
Boston,7-7-0,50.0%,50.0%,+4.9
San Antonio,2-2-0,50.0%,50.0%,+5.8
Golden State,4-4-0,50.0%,50.0%,-5.8
Houston,5-5-1,50.0%,50.0%,-0.3
Milwaukee,4-6-0,40.0%,60.0%,-2.5
Sacramento,4-6-0,40.0%,60.0%,-6.3
Miami,2-5-0,28.6%,71.4%,-1.9
Orlando,2-7-0,22.2%,77.8%,-12.1
Detroit,1-4-0,20.0%,80.0%,-5.6
LA Clippers,1-4-0,20.0%,80.0%,-6.3
Dallas,2-8-0,20.0%,80.0%,-10.3
