Team,Over Record,Over %,Under %,Total +/-
Atlanta,7-1-0,87.5%,12.5%,+9.6
New York,8-2-0,80.0%,20.0%,+13.6
Indiana,8-2-0,80.0%,20.0%,+3.3
Denver,8-2-0,80.0%,20.0%,+6.7
Memphis,7-2-0,77.8%,22.2%,+6.9
San Antonio,6-2-0,75.0%,25.0%,+9.3
Toronto,6-2-0,75.0%,25.0%,+6.5
Cleveland,8-3-0,72.7%,27.3%,+10.1
Phoenix,6-3-0,66.7%,33.3%,+2.2
Golden State,7-4-0,63.6%,36.4%,+0.7
Miami,6-4-0,60.0%,40.0%,+2.6
Chicago,7-5-0,58.3%,41.7%,+3.9
Dallas,4-3-0,57.1%,42.9%,+0.1
Okla City,4-3-0,57.1%,42.9%,-5.3
LA Lakers,5-4-0,55.6%,44.4%,+3.7
Portland,5-4-0,55.6%,44.4%,+2.6
Minnesota,5-4-0,55.6%,44.4%,+1.2
Brooklyn,5-4-0,55.6%,44.4%,+1.2
Houston,6-5-1,54.6%,45.5%,-2.3
New Orleans,7-6-0,53.9%,46.2%,-0.4
LA Clippers,3-3-1,50.0%,50.0%,-2.1
Milwaukee,5-5-0,50.0%,50.0%,-0.6
Boston,3-3-0,50.0%,50.0%,+4.6
Washington,4-4-0,50.0%,50.0%,+2.8
Orlando,5-6-0,45.5%,54.6%,-4.4
Philadelphia,4-5-0,44.4%,55.6%,-1.0
Sacramento,3-4-0,42.9%,57.1%,+2.2
Detroit,4-8-0,33.3%,66.7%,-0.3
Utah,2-5-0,28.6%,71.4%,-2.6
Charlotte,2-8-0,20.0%,80.0%,-8.8
