Team,Over Record,Over %,Under %,Total +/-
Washington,207-171-6,54.8%,45.2%,+2.1
Charlotte,200-173-4,53.6%,46.4%,+1.4
Okla City,181-159-5,53.2%,46.8%,+1.8
Minnesota,192-169-6,53.2%,46.8%,+1.1
Toronto,189-167-2,53.1%,46.9%,+1.2
Denver,188-167-2,53.0%,47.0%,+1.1
Orlando,186-169-8,52.4%,47.6%,+0.6
Philadelphia,195-179-2,52.1%,47.9%,+1.2
LA Clippers,200-186-2,51.8%,48.2%,0.0
LA Lakers,174-162-5,51.8%,48.2%,+1.2
Utah,190-179-3,51.5%,48.5%,+1.3
Boston,183-174-6,51.3%,48.7%,+1.7
Phoenix,179-172-7,51.0%,49.0%,+0.1
New York,182-175-1,51.0%,49.0%,+0.9
Atlanta,200-195-3,50.6%,49.4%,-0.2
Houston,182-182-4,50.0%,50.0%,+0.7
Miami,169-170-5,49.9%,50.2%,-0.1
Milwaukee,193-198-4,49.4%,50.6%,-0.2
San Antonio,171-176-6,49.3%,50.7%,+0.3
Brooklyn,185-192-3,49.1%,50.9%,+1.9
Dallas,169-176-5,49.0%,51.0%,-0.5
Chicago,190-198-2,49.0%,51.0%,+0.5
New Orleans,175-183-8,48.9%,51.1%,+0.1
Indiana,187-196-7,48.8%,51.2%,0.0
Golden State,175-185-6,48.6%,51.4%,+0.9
Cleveland,185-198-3,48.3%,51.7%,+0.2
Sacramento,176-190-6,48.1%,51.9%,-0.6
Portland,169-191-5,46.9%,53.1%,-0.8
Detroit,177-204-9,46.5%,53.5%,-0.2
Memphis,173-201-7,46.3%,53.7%,-0.6
