Team,Over Record,Over %,Under %,Total +/-
Atlanta,7-1-0,87.5%,12.5%,+9.6
Indiana,8-2-0,80.0%,20.0%,+3.3
Denver,8-2-0,80.0%,20.0%,+6.7
New York,8-2-0,80.0%,20.0%,+13.6
Memphis,7-2-0,77.8%,22.2%,+6.9
Toronto,6-2-0,75.0%,25.0%,+6.5
San Antonio,6-2-0,75.0%,25.0%,+9.3
Cleveland,8-3-0,72.7%,27.3%,+10.1
Phoenix,6-3-0,66.7%,33.3%,+2.2
Golden State,7-4-0,63.6%,36.4%,+0.7
Miami,6-4-0,60.0%,40.0%,+2.6
Chicago,7-5-0,58.3%,41.7%,+3.9
Okla City,4-3-0,57.1%,42.9%,-5.3
Dallas,4-3-0,57.1%,42.9%,+0.1
LA Lakers,5-4-0,55.6%,44.4%,+3.7
Minnesota,5-4-0,55.6%,44.4%,+1.2
Brooklyn,5-4-0,55.6%,44.4%,+1.2
New Orleans,7-6-0,53.9%,46.2%,-0.4
Milwaukee,5-5-0,50.0%,50.0%,-0.6
Houston,6-6-1,50.0%,50.0%,-3.9
Washington,4-4-0,50.0%,50.0%,+2.8
Portland,5-5-0,50.0%,50.0%,-0.1
LA Clippers,3-3-1,50.0%,50.0%,-2.1
Boston,3-3-0,50.0%,50.0%,+4.6
Orlando,6-6-0,50.0%,50.0%,-3.7
Philadelphia,4-5-0,44.4%,55.6%,-1.0
Sacramento,3-4-0,42.9%,57.1%,+2.2
Detroit,5-8-0,38.5%,61.5%,0.0
Utah,2-5-0,28.6%,71.4%,-2.6
Charlotte,2-8-0,20.0%,80.0%,-8.8
