Team,ATS Record,Cover %,MOV,ATS +/-
Boston,193-161-6,54.5%,2.0,+1.7
Memphis,205-173-2,54.2%,-2.1,+0.2
New Orleans,190-166-7,53.4%,-3.0,+0.7
Portland,188-168-7,52.8%,-1.3,+1.2
Toronto,183-166-7,52.4%,-1.4,+0.9
Golden State,186-170-8,52.3%,-0.1,+0.6
Okla City,174-163-7,51.6%,-1.7,+0.1
Dallas,175-165-7,51.5%,0.3,+0.2
Phoenix,181-171-3,51.4%,-1.2,0.0
Chicago,195-185-6,51.3%,-1.0,+0.2
San Antonio,175-167-8,51.2%,2.5,+0.5
Miami,167-161-13,50.9%,-0.6,-0.4
New York,174-175-7,49.9%,-3.6,+0.2
Charlotte,184-185-6,49.9%,-4.9,0.0
Orlando,176-177-7,49.9%,-3.3,-0.4
Sacramento,178-181-10,49.6%,-5.5,-0.9
Milwaukee,191-195-6,49.5%,-1.3,-0.2
LA Clippers,187-194-4,49.1%,-0.6,+0.4
LA Lakers,164-171-3,49.0%,-2.2,-0.7
Minnesota,174-182-9,48.9%,-3.7,0.0
Detroit,185-195-6,48.7%,-3.0,-0.6
Washington,183-195-4,48.4%,-3.7,0.0
Atlanta,188-202-6,48.2%,-2.6,-0.7
Philadelphia,177-192-5,48.0%,-3.1,+0.1
Utah,171-189-9,47.5%,-1.3,-0.5
Houston,170-190-5,47.2%,-0.9,-0.2
Denver,162-187-7,46.4%,-2.0,-1.2
Cleveland,174-201-10,46.4%,-3.0,-1.4
Indiana,175-207-5,45.8%,-2.1,-0.9
Brooklyn,167-206-5,44.8%,-5.3,-1.6
