Team,Over Record,Over %,Under %,Total +/-
Miss Val St,1-0-0,100.0%,0.0%,+3.5
Hampton,31-16-1,66.0%,34.0%,+8.3
Lehigh,60-32-0,65.2%,34.8%,+6.1
UL Monroe,55-31-0,64.0%,36.1%,+5.0
New Orleans,46-26-2,63.9%,36.1%,+4.4
Cal St Nrdge,46-26-0,63.9%,36.1%,+3.9
N Arizona,42-24-2,63.6%,36.4%,+4.9
Gard-Webb,71-43-1,62.3%,37.7%,+4.1
North Dakota,51-31-2,62.2%,37.8%,+2.7
Hsn Christian,18-11-0,62.1%,37.9%,+12.5
McNeese St,47-29-2,61.8%,38.2%,+2.8
Wake Forest,83-54-2,60.6%,39.4%,+2.3
Wofford,102-68-1,60.0%,40.0%,+4.5
Queens,15-10-1,60.0%,40.0%,+2.1
La Salle,70-47-1,59.8%,40.2%,+2.7
Wyoming,71-48-2,59.7%,40.3%,+4.0
Grd Canyon,94-64-1,59.5%,40.5%,+1.4
Binghamton,22-15-0,59.5%,40.5%,+3.1
Kennesaw St,35-24-1,59.3%,40.7%,+2.5
E Washingtn,102-70-0,59.3%,40.7%,+4.1
Air Force,52-36-0,59.1%,40.9%,+3.2
Ark Pine Bl,20-14-0,58.8%,41.2%,+4.2
TX A&M-Com,10-7-0,58.8%,41.2%,+6.9
CS Bakersfld,45-32-0,58.4%,41.6%,+2.8
Samford,73-52-1,58.4%,41.6%,+4.1
N Colorado,89-64-4,58.2%,41.8%,+4.1
S Mississippi,43-31-1,58.1%,41.9%,+3.8
IPFW,86-62-2,58.1%,41.9%,+2.8
Portland,47-34-2,58.0%,42.0%,+2.5
E Illinois,47-34-2,58.0%,42.0%,+3.2
WI-Milwkee,73-53-0,57.9%,42.1%,+4.1
SE Louisiana,44-32-0,57.9%,42.1%,+4.5
Iowa,118-86-4,57.8%,42.2%,+3.1
SIU Edward,41-30-0,57.8%,42.3%,+1.0
Rice,56-41-0,57.7%,42.3%,+2.4
Abl Christian,64-47-0,57.7%,42.3%,+3.1
NC-Asheville,57-42-1,57.6%,42.4%,+2.5
South Dakota,77-57-3,57.5%,42.5%,+3.0
DePaul,55-41-1,57.3%,42.7%,+2.6
Yale,94-71-0,57.0%,43.0%,+4.2
Florida St,119-90-4,56.9%,43.1%,+1.9
Loyola Mymt,69-53-1,56.6%,43.4%,+1.9
New Mexico,95-73-1,56.6%,43.5%,+2.7
U Mass,80-62-0,56.3%,43.7%,+2.3
TX Southern,76-59-1,56.3%,43.7%,+3.7
Oakland,99-77-0,56.3%,43.8%,+2.6
Neb Omaha,54-42-1,56.3%,43.8%,+2.6
Lipscomb,77-60-1,56.2%,43.8%,+3.9
Norfolk St,66-52-1,55.9%,44.1%,+0.8
S Utah,66-52-1,55.9%,44.1%,+2.1
Idaho,38-30-1,55.9%,44.1%,+1.2
Lafayette,38-30-0,55.9%,44.1%,+2.0
VMI,24-19-0,55.8%,44.2%,+2.2
California,68-54-3,55.7%,44.3%,+1.4
Stetson,30-24-0,55.6%,44.4%,+4.8
American,50-40-0,55.6%,44.4%,+1.6
Buffalo,100-80-2,55.6%,44.4%,+1.8
F Dickinson,45-36-1,55.6%,44.4%,+3.7
St. Thomas,25-20-2,55.6%,44.4%,+1.2
Northeastrn,91-73-1,55.5%,44.5%,+1.4
Gonzaga,185-149-1,55.4%,44.6%,+1.4
Radford,68-55-1,55.3%,44.7%,+1.1
Colgate,89-72-1,55.3%,44.7%,+0.4
UNLV,96-78-1,55.2%,44.8%,+2.6
NC-Wilmgton,81-66-1,55.1%,44.9%,+3.0
S Indiana,11-9-0,55.0%,45.0%,+2.4
UCSD,22-18-1,55.0%,45.0%,+3.4
Montana,113-93-1,54.9%,45.2%,+2.7
Youngs St,63-52-0,54.8%,45.2%,+2.8
Utah,109-90-2,54.8%,45.2%,+2.6
Vanderbilt,75-62-3,54.7%,45.3%,+0.9
Howard,41-34-0,54.7%,45.3%,+2.6
N Florida,48-40-1,54.6%,45.5%,+2.3
S Alabama,68-57-2,54.4%,45.6%,+1.6
WI-Grn Bay,56-47-4,54.4%,45.6%,+0.9
Campbell,51-43-1,54.3%,45.7%,+0.5
Ste F Austin,71-60-2,54.2%,45.8%,+1.6
Wm & Mary,65-55-1,54.2%,45.8%,+2.8
Austin Peay,61-52-0,54.0%,46.0%,+2.9
Minnesota,75-64-1,54.0%,46.0%,+1.1
Hawaii,89-76-2,53.9%,46.1%,+0.8
Pittsburgh,76-65-5,53.9%,46.1%,+1.3
Wisconsin,126-108-6,53.9%,46.2%,+0.5
W Carolina,49-42-0,53.9%,46.2%,+3.5
E Tenn St,98-84-1,53.9%,46.2%,+1.6
Alabama St,28-24-2,53.9%,46.2%,-1.4
Boston U,64-55-2,53.8%,46.2%,+0.8
Dayton,129-111-4,53.8%,46.3%,+0.8
Princeton,86-74-1,53.8%,46.3%,+2.0
Bellarmine,22-19-2,53.7%,46.3%,+0.5
Drake,88-76-0,53.7%,46.3%,+2.5
Auburn,118-102-1,53.6%,46.4%,+1.5
Purdue,148-128-3,53.6%,46.4%,+1.9
Charlotte,68-59-3,53.5%,46.5%,+1.5
Florida Intl,54-47-2,53.5%,46.5%,+1.8
TX-Arlington,85-74-0,53.5%,46.5%,+1.5
Notre Dame,93-81-1,53.5%,46.6%,+1.7
Xavier,122-107-4,53.3%,46.7%,+1.6
Illinois,107-94-5,53.2%,46.8%,+2.1
Indiana,109-96-1,53.2%,46.8%,+1.7
Oral Roberts,67-59-0,53.2%,46.8%,+1.4
W Kentucky,101-89-6,53.2%,46.8%,+2.4
W Virginia,113-100-0,53.1%,47.0%,+1.4
Providence,96-85-2,53.0%,47.0%,+1.3
S Methodist,115-102-4,53.0%,47.0%,+1.6
TX El Paso,72-64-1,52.9%,47.1%,+1.4
Alab A&M,18-16-0,52.9%,47.1%,+0.7
Bowling Grn,72-64-2,52.9%,47.1%,+0.7
Oregon St,65-58-1,52.9%,47.2%,+1.0
Toledo,121-108-2,52.8%,47.2%,+1.2
St Johns,85-76-4,52.8%,47.2%,+0.6
Tulane,57-51-2,52.8%,47.2%,+3.1
Weber St,96-86-5,52.8%,47.3%,+1.6
Kentucky,156-140-1,52.7%,47.3%,+2.0
TX A&M-CC,49-44-1,52.7%,47.3%,+0.6
