Team,Over Record,Over %,Under %,Total +/-
Mercyhurst,1-0-0,100.0%,0.0%,+4.5
UCSD,19-8-1,70.4%,29.6%,+10.7
Princeton,14-6-2,70.0%,30.0%,+7.0
N Alabama,20-9-0,69.0%,31.0%,+9.6
U Mass,23-12-0,65.7%,34.3%,+3.7
La Salle,15-8-1,65.2%,34.8%,+3.7
SE Louisiana,26-14-1,65.0%,35.0%,+5.8
Gard-Webb,24-13-1,64.9%,35.1%,+5.9
Howard,38-21-0,64.4%,35.6%,+3.4
Florida Intl,95-53-2,64.2%,35.8%,+4.9
Ohio St,32-18-0,64.0%,36.0%,+4.7
Le Moyne,7-4-0,63.6%,36.4%,+3.4
Iowa St,37-22-1,62.7%,37.3%,+4.6
Radford,23-14-0,62.2%,37.8%,+2.4
Maine,13-8-0,61.9%,38.1%,+0.2
North Dakota,54-35-1,60.7%,39.3%,+4.2
Wofford,77-51-2,60.2%,39.8%,+2.5
E Kentucky,92-62-1,59.7%,40.3%,+5.3
Central Ark,22-15-1,59.5%,40.5%,+1.5
SE Missouri,98-67-0,59.4%,40.6%,+3.6
Bradley,19-13-0,59.4%,40.6%,+3.4
Hampton,38-26-0,59.4%,40.6%,+4.0
Minnesota,29-20-1,59.2%,40.8%,+2.0
UTSA,50-35-2,58.8%,41.2%,+2.2
Columbia,17-12-1,58.6%,41.4%,+3.5
Presbyterian,17-12-0,58.6%,41.4%,+6.4
Youngs St,80-57-1,58.4%,41.6%,+3.5
Ball St,14-10-0,58.3%,41.7%,+4.8
Monmouth,49-35-1,58.3%,41.7%,+3.4
Fordham,14-10-1,58.3%,41.7%,+3.6
W Virginia,53-38-2,58.2%,41.8%,+4.9
Charlotte,53-38-3,58.2%,41.8%,+2.5
Iowa,25-18-1,58.1%,41.9%,+3.1
Sac State,93-67-4,58.1%,41.9%,+3.9
TX-Pan Am,29-21-0,58.0%,42.0%,+2.3
Holy Cross,15-11-1,57.7%,42.3%,-1.3
Portland St,91-67-3,57.6%,42.4%,+4.2
Fresno St,50-37-2,57.5%,42.5%,+1.1
CS Fullerton,77-57-0,57.5%,42.5%,+4.5
TX A&M-CC,27-20-1,57.5%,42.6%,+1.4
Alcorn St,43-32-1,57.3%,42.7%,+4.1
Baylor,44-33-0,57.1%,42.9%,+3.3
Bucknell,16-12-1,57.1%,42.9%,+2.4
LSU,20-15-0,57.1%,42.9%,+5.0
S Alabama,84-63-3,57.1%,42.9%,+3.8
Lehigh,12-9-1,57.1%,42.9%,+1.3
Wake Forest,24-18-0,57.1%,42.9%,+1.8
Incar Word,16-12-0,57.1%,42.9%,+2.1
Idaho St,97-73-2,57.1%,42.9%,+2.7
Miss Val St,45-34-1,57.0%,43.0%,+2.5
Delaware St,33-25-0,56.9%,43.1%,+3.0
Saint Louis,17-13-0,56.7%,43.3%,+0.7
Albany,13-10-0,56.5%,43.5%,+6.6
Lipscomb,35-27-1,56.5%,43.6%,+1.1
Queens,9-7-1,56.3%,43.8%,+2.1
Idaho,90-70-3,56.3%,43.8%,+2.1
Evansville,18-14-1,56.3%,43.8%,+5.6
Washington,96-75-0,56.1%,43.9%,+2.3
Weber St,83-65-1,56.1%,43.9%,+2.3
Maryland BC,19-15-0,55.9%,44.1%,+2.5
SIU Edward,62-49-4,55.9%,44.1%,+0.6
W Carolina,82-65-2,55.8%,44.2%,+1.9
S Utah,73-58-1,55.7%,44.3%,+1.6
Oregon,104-83-1,55.6%,44.4%,+2.6
Cincinnati,35-28-0,55.6%,44.4%,+3.6
