Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,1-0-0,100.0%,5.0,+12.5
W Georgia,1-0-0,100.0%,-23.0,+0.5
Toledo,33-9-1,78.6%,5.7,+4.8
Dartmouth,13-6-1,68.4%,-2.3,+3.2
NJIT,20-10-2,66.7%,-3.4,+2.7
Sam Hous St,23-12-1,65.7%,5.5,+2.4
S Carolina,32-17-2,65.3%,9.9,+3.1
Penn St,30-17-1,63.8%,7.6,+3.0
Boston U,13-8-0,61.9%,0.4,+4.1
Tarleton St,16-10-0,61.5%,2.8,+1.8
Merrimack,27-17-1,61.4%,2.7,+2.4
VCU,52-33-2,61.2%,6.8,+1.9
South Dakota,52-33-1,61.2%,2.4,+1.8
Purdue,36-23-0,61.0%,11.4,+3.1
Maine,14-9-0,60.9%,-1.3,+0.8
Vanderbilt,34-22-0,60.7%,10.1,+1.6
Hsn Christian,20-13-1,60.6%,-3.5,+2.1
SC Upstate,21-14-0,60.0%,-1.6,-0.6
S Dakota St,59-40-1,59.6%,5.9,+2.1
Nebraska,25-17-0,59.5%,8.1,+3.9
Gard-Webb,22-15-0,59.5%,0.1,+2.2
Cornell,22-15-1,59.5%,0.4,+1.1
Alcorn St,44-30-2,59.5%,-3.1,+0.5
Nicholls,19-13-0,59.4%,-2.7,+2.3
TX-Pan Am,35-24-0,59.3%,-6.1,+0.6
Utah Valley,32-22-0,59.3%,5.4,+2.2
Florida,42-29-2,59.2%,13.6,+1.4
F Dickinson,39-27-1,59.1%,-2.0,+2.5
Norfolk St,43-30-0,58.9%,4.0,+1.5
Rob Morris,40-28-0,58.8%,0.7,+0.4
Miss State,27-19-4,58.7%,12.5,+2.9
Southern,41-29-1,58.6%,0.9,+3.0
Ball St,24-17-2,58.5%,4.4,+0.9
Portland St,102-73-8,58.3%,1.0,+1.6
W Virginia,57-41-1,58.2%,4.0,+1.2
Lipscomb,36-26-1,58.1%,-0.2,+1.1
Miss Val St,47-34-0,58.0%,-5.7,+1.0
Seton Hall,48-35-1,57.8%,5.0,+0.7
St. Thomas,15-11-2,57.7%,2.0,+1.0
N Kentucky,38-28-1,57.6%,2.5,+0.3
St Johns,35-26-4,57.4%,5.3,+2.3
Binghamton,12-9-0,57.1%,-5.7,+0.9
Baylor,45-34-3,57.0%,8.7,+2.0
Ohio St,33-25-1,56.9%,11.6,+1.4
Bradley,25-19-2,56.8%,1.6,+1.3
Loyola-MD,59-45-2,56.7%,-4.2,+0.7
