Team,Over Record,Over %,Under %,Total +/-
Minnesota,234-181-5,56.4%,43.6%,+2.9
LA Lakers,222-191-4,53.8%,46.3%,+1.6
Washington,222-193-6,53.5%,46.5%,+1.1
Toronto,228-204-6,52.8%,47.2%,+0.7
Charlotte,212-194-4,52.2%,47.8%,+1.1
Utah,216-202-8,51.7%,48.3%,+1.6
LA Clippers,219-207-8,51.4%,48.6%,+1.0
Indiana,214-203-7,51.3%,48.7%,+1.1
Memphis,216-205-5,51.3%,48.7%,+1.3
Chicago,210-200-6,51.2%,48.8%,+1.8
Phoenix,213-207-6,50.7%,49.3%,+0.3
Portland,214-209-4,50.6%,49.4%,-0.3
Denver,214-211-4,50.4%,49.7%,+0.1
San Antonio,209-210-8,49.9%,50.1%,-0.3
Brooklyn,205-206-7,49.9%,50.1%,+1.6
New York,203-205-8,49.8%,50.3%,+0.1
Milwaukee,217-220-6,49.7%,50.3%,+0.5
Orlando,201-204-7,49.6%,50.4%,-0.9
Atlanta,214-218-5,49.5%,50.5%,+0.2
Philadelphia,211-217-7,49.3%,50.7%,-0.2
Houston,208-215-6,49.2%,50.8%,+0.5
Cleveland,218-232-1,48.4%,51.6%,-0.5
Dallas,208-222-3,48.4%,51.6%,0.0
Golden State,224-241-4,48.2%,51.8%,+0.5
Sacramento,191-208-9,47.9%,52.1%,-0.8
Okla City,200-220-4,47.6%,52.4%,-0.7
Boston,216-240-4,47.4%,52.6%,0.0
Miami,203-237-0,46.1%,53.9%,-2.2
Detroit,186-220-4,45.8%,54.2%,-0.2
New Orleans,185-226-4,45.0%,55.0%,-1.2
