Team,Over Record,Over %,Under %,Total +/-
Atlanta,7-1-0,87.5%,12.5%,+9.6
Denver,9-2-0,81.8%,18.2%,+8.7
New York,9-2-0,81.8%,18.2%,+15.0
San Antonio,7-2-0,77.8%,22.2%,+10.2
Toronto,6-2-0,75.0%,25.0%,+6.5
Indiana,8-3-0,72.7%,27.3%,+0.9
Cleveland,8-3-0,72.7%,27.3%,+10.1
Memphis,7-3-0,70.0%,30.0%,+5.1
Phoenix,6-3-0,66.7%,33.3%,+2.2
Golden State,7-4-0,63.6%,36.4%,+0.7
LA Clippers,5-3-1,62.5%,37.5%,+0.1
Miami,6-4-0,60.0%,40.0%,+2.6
Chicago,7-5-0,58.3%,41.7%,+3.9
Okla City,4-3-0,57.1%,42.9%,-5.3
Dallas,4-3-0,57.1%,42.9%,+0.1
Boston,4-3-0,57.1%,42.9%,+4.1
Minnesota,5-4-0,55.6%,44.4%,+1.2
LA Lakers,5-4-0,55.6%,44.4%,+3.7
New Orleans,7-6-0,53.9%,46.2%,-0.4
Brooklyn,5-5-0,50.0%,50.0%,-0.1
Philadelphia,5-5-0,50.0%,50.0%,+0.5
Milwaukee,5-5-0,50.0%,50.0%,-0.6
Houston,6-6-1,50.0%,50.0%,-3.9
Orlando,6-7-0,46.2%,53.9%,-6.0
Portland,5-6-0,45.5%,54.6%,-1.1
Washington,4-5-0,44.4%,55.6%,-0.1
Detroit,5-8-0,38.5%,61.5%,0.0
Utah,3-5-0,37.5%,62.5%,0.0
Sacramento,3-5-0,37.5%,62.5%,+0.4
Charlotte,2-9-0,18.2%,81.8%,-11.0
