Team,Over Record,Over %,Under %,Total +/-
Mercyhurst,1-0-0,100.0%,0.0%,+4.5
Bowling Grn,6-2-0,75.0%,25.0%,+10.8
LSU,9-3-0,75.0%,25.0%,+15.0
Iowa,13-5-1,72.2%,27.8%,+8.2
Ball St,5-2-0,71.4%,28.6%,+9.1
UCSD,19-8-1,70.4%,29.6%,+10.7
N Alabama,20-9-0,69.0%,31.0%,+9.6
Columbia,15-7-1,68.2%,31.8%,+6.6
Cornell,8-4-0,66.7%,33.3%,+4.5
Cincinnati,14-7-0,66.7%,33.3%,+5.6
VCU,6-3-0,66.7%,33.3%,+6.7
Howard,36-19-0,65.5%,34.6%,+4.0
Butler,15-8-0,65.2%,34.8%,+2.8
SE Louisiana,26-14-1,65.0%,35.0%,+5.8
Lehigh,11-6-1,64.7%,35.3%,+3.3
Vanderbilt,9-5-0,64.3%,35.7%,+5.0
Indiana St,9-5-0,64.3%,35.7%,+7.2
S Alabama,55-31-2,64.0%,36.1%,+5.0
Missouri St,7-4-0,63.6%,36.4%,-1.6
New Orleans,21-12-1,63.6%,36.4%,+2.0
La Salle,7-4-0,63.6%,36.4%,+0.3
Maine,12-7-0,63.2%,36.8%,+0.8
Creighton,15-9-0,62.5%,37.5%,+5.5
Sac State,56-34-2,62.2%,37.8%,+4.4
Gard-Webb,18-11-1,62.1%,37.9%,+6.4
Samford,34-21-1,61.8%,38.2%,+2.5
Charlotte,42-26-3,61.8%,38.2%,+4.0
E Kentucky,50-31-1,61.7%,38.3%,+4.7
NC-Asheville,16-10-0,61.5%,38.5%,+1.6
Richmond,8-5-0,61.5%,38.5%,+4.2
Presbyterian,16-10-0,61.5%,38.5%,+6.9
Radford,19-12-0,61.3%,38.7%,+2.4
North Dakota,44-28-1,61.1%,38.9%,+4.0
Georgia St,47-30-0,61.0%,39.0%,+5.0
CS Fullerton,36-23-0,61.0%,39.0%,+4.2
Bucknell,14-9-1,60.9%,39.1%,+2.7
San Diego St,17-11-0,60.7%,39.3%,+2.3
S Utah,54-35-1,60.7%,39.3%,+2.4
Norfolk St,35-23-1,60.3%,39.7%,+1.8
U Mass,9-6-0,60.0%,40.0%,+3.8
Georgia,9-6-0,60.0%,40.0%,+2.9
TX A&M-CC,27-18-1,60.0%,40.0%,+2.3
Utah St,12-8-1,60.0%,40.0%,+4.1
Texas A&M,12-8-0,60.0%,40.0%,+7.5
Furman,30-20-0,60.0%,40.0%,+2.8
Princeton,9-6-0,60.0%,40.0%,+3.0
Le Moyne,6-4-0,60.0%,40.0%,+1.5
Monmouth,46-31-1,59.7%,40.3%,+3.3
Central Ark,22-15-1,59.5%,40.5%,+1.5
Hampton,32-22-0,59.3%,40.7%,+3.2
Nevada,16-11-0,59.3%,40.7%,+4.2
Youngs St,42-29-0,59.2%,40.9%,+4.4
Alcorn St,42-29-1,59.2%,40.9%,+4.6
Florida Intl,43-30-1,58.9%,41.1%,+4.4
Fla Atlantic,43-30-3,58.9%,41.1%,+2.5
UTSA,40-28-1,58.8%,41.2%,+3.6
Baylor,27-19-0,58.7%,41.3%,+4.2
E Washingtn,59-42-2,58.4%,41.6%,+4.3
E Carolina,7-5-0,58.3%,41.7%,+1.1
Holy Cross,14-10-1,58.3%,41.7%,+0.3
Col Charlestn,46-33-1,58.2%,41.8%,+3.7
Montana,54-39-0,58.1%,41.9%,+2.8
Delaware St,29-21-0,58.0%,42.0%,+3.6
E Michigan,11-8-0,57.9%,42.1%,+1.4
Georgetown,11-8-0,57.9%,42.1%,+2.1
Memphis,11-8-0,57.9%,42.1%,+5.2
Colorado St,11-8-1,57.9%,42.1%,+2.7
SE Missouri,49-36-0,57.7%,42.4%,+3.1
WI-Grn Bay,46-34-2,57.5%,42.5%,+1.9
TX-Pan Am,27-20-0,57.5%,42.6%,+3.1
F Dickinson,35-26-1,57.4%,42.6%,+2.6
S Carolina,8-6-0,57.1%,42.9%,+2.1
UC Irvine,36-27-3,57.1%,42.9%,+2.5
Portland St,53-40-2,57.0%,43.0%,+3.8
Rice,45-34-1,57.0%,43.0%,+0.5
Gonzaga,62-47-1,56.9%,43.1%,+1.9
Stetson,25-19-1,56.8%,43.2%,+3.1
Oklahoma St,21-16-0,56.8%,43.2%,+0.1
GA Southern,47-36-1,56.6%,43.4%,+1.5
W Virginia,26-20-0,56.5%,43.5%,+5.9
Idaho St,53-41-1,56.4%,43.6%,+2.8
Queens,9-7-1,56.3%,43.8%,+2.1
Fresno St,9-7-1,56.3%,43.8%,-3.4
Loyola Mymt,50-39-0,56.2%,43.8%,+1.2
Lipscomb,32-25-1,56.1%,43.9%,+1.3
Portland,56-44-1,56.0%,44.0%,+2.3
Minnesota,14-11-1,56.0%,44.0%,+1.6
Oregon,43-34-1,55.8%,44.2%,+2.2
Mercer,29-23-1,55.8%,44.2%,+1.5
South Dakota,34-27-0,55.7%,44.3%,+3.6
Miss Val St,39-31-1,55.7%,44.3%,+2.4
Incar Word,15-12-0,55.6%,44.4%,+1.2
SC Upstate,15-12-0,55.6%,44.4%,+2.3
S Mississippi,40-32-1,55.6%,44.4%,+2.2
NC Central,33-27-0,55.0%,45.0%,-0.2
Wake Forest,11-9-0,55.0%,45.0%,+1.7
Coastal Car,39-32-2,54.9%,45.1%,+2.4
Wofford,28-23-0,54.9%,45.1%,+1.3
Wash State,34-28-0,54.8%,45.2%,+2.8
E Tenn St,29-24-1,54.7%,45.3%,+1.2
Old Dominion,41-34-3,54.7%,45.3%,+1.9
Texas Tech,18-15-0,54.6%,45.5%,+3.4
Detroit,42-35-1,54.6%,45.5%,+3.1
Cal Baptist,18-15-0,54.6%,45.5%,+0.7
Fordham,6-5-0,54.6%,45.5%,-1.7
WI-Milwkee,43-36-0,54.4%,45.6%,+2.2
IU Indy,37-31-0,54.4%,45.6%,+2.6
California,31-26-1,54.4%,45.6%,+0.8
Arizona,45-38-0,54.2%,45.8%,+1.9
Santa Clara,46-39-1,54.1%,45.9%,+1.1
Washington,40-34-0,54.1%,46.0%,+2.0
Oregon St,41-35-0,54.0%,46.1%,+0.1
Austin Peay,48-41-1,53.9%,46.1%,+3.9
Charl South,14-12-1,53.9%,46.2%,+3.5
Tarleton St,14-12-0,53.9%,46.2%,+2.9
Stanford,36-31-1,53.7%,46.3%,-0.1
Citadel,30-26-0,53.6%,46.4%,+2.3
Arizona St,38-33-1,53.5%,46.5%,+1.1
Bryant,23-20-0,53.5%,46.5%,+2.9
W Carolina,31-27-1,53.5%,46.6%,+0.2
N Colorado,48-42-2,53.3%,46.7%,+0.6
Nicholls,16-14-1,53.3%,46.7%,+0.3
UAB,32-28-2,53.3%,46.7%,+3.0
SIU Edward,48-42-4,53.3%,46.7%,-0.4
Northwestern,8-7-2,53.3%,46.7%,+1.2
TX-Arlington,48-42-1,53.3%,46.7%,+1.5
Idaho,49-43-2,53.3%,46.7%,+2.3
Manhattan,41-36-2,53.3%,46.8%,+3.0
UCSB,33-29-1,53.2%,46.8%,+0.3
Belmont,42-37-0,53.2%,46.8%,+3.1
Campbell,17-15-0,53.1%,46.9%,+0.4
Oral Roberts,35-31-1,53.0%,47.0%,-0.3
Wright St,38-34-0,52.8%,47.2%,+0.6
McNeese St,19-17-0,52.8%,47.2%,-0.2
Marshall,40-36-1,52.6%,47.4%,+2.6
Syracuse,20-18-0,52.6%,47.4%,+1.5
Lindenwood,10-9-1,52.6%,47.4%,+3.1
Albany,11-10-0,52.4%,47.6%,+5.2
St Johns,11-10-1,52.4%,47.6%,-2.5
Florida St,22-20-0,52.4%,47.6%,-0.4
Xavier,11-10-0,52.4%,47.6%,-2.2
NC-Wilmgton,38-35-1,52.1%,48.0%,+2.9
DePaul,13-12-0,52.0%,48.0%,+5.0
Grd Canyon,26-24-1,52.0%,48.0%,+1.6
Louisiana,40-37-1,52.0%,48.1%,+0.5
Denver,28-26-1,51.9%,48.2%,+0.3
Weber St,43-40-1,51.8%,48.2%,+2.2
Kansas,29-27-2,51.8%,48.2%,+1.7
W Kentucky,35-33-1,51.5%,48.5%,+1.5
TX Christian,18-17-0,51.4%,48.6%,+1.0
Hofstra,38-36-0,51.4%,48.7%,+2.7
TN State,44-42-0,51.2%,48.8%,+1.8
Morgan St,23-22-1,51.1%,48.9%,+0.8
NC-Grnsboro,24-23-1,51.1%,48.9%,-0.7
Chattanooga,27-26-2,50.9%,49.1%,+0.3
Coppin St,30-29-0,50.9%,49.2%,-2.5
Cleveland St,37-36-1,50.7%,49.3%,+2.1
Cal Poly,38-37-0,50.7%,49.3%,+3.0
TX El Paso,39-38-1,50.7%,49.4%,+1.9
Arkansas St,42-41-0,50.6%,49.4%,+1.3
Iona,44-43-1,50.6%,49.4%,+2.9
San Francisco,50-49-0,50.5%,49.5%,+0.5
Pacific,44-44-2,50.0%,50.0%,+1.8
Wisconsin,10-10-0,50.0%,50.0%,+0.8
N Illinois,10-10-0,50.0%,50.0%,+0.3
Miami (OH),7-7-0,50.0%,50.0%,-4.9
Saint Louis,4-4-0,50.0%,50.0%,-0.9
Pepperdine,45-45-2,50.0%,50.0%,-0.1
UNLV,10-10-0,50.0%,50.0%,+0.7
