Team,ATS Record,Cover %,MOV,ATS +/-
Le Moyne,11-4-0,73.3%,6.4,+6.7
Presbyterian,30-16-2,65.2%,-1.6,+1.3
Yale,67-41-4,62.0%,8.9,+2.7
S Methodist,50-31-2,61.7%,10.8,+2.0
Sam Hous St,43-27-2,61.4%,7.8,+2.4
St Fran (PA),49-31-1,61.3%,0.6,+2.2
St Peters,67-45-0,59.8%,-0.8,+0.8
Chattanooga,49-33-0,59.8%,6.4,+2.2
Abl Christian,38-26-0,59.4%,4.5,+1.0
LA Tech,76-52-2,59.4%,8.3,+1.2
Hampton,37-26-1,58.7%,1.1,+1.1
NW State,37-26-2,58.7%,-1.9,+0.4
Connecticut,54-38-1,58.7%,10.0,+1.6
Purdue,63-45-3,58.3%,12.2,+1.0
Alabama,46-33-2,58.2%,7.9,+2.2
Buffalo,43-31-2,58.1%,4.8,+1.2
UCF,52-38-2,57.8%,3.8,+0.4
S Alabama,67-49-3,57.8%,1.9,+1.5
Hofstra,64-47-1,57.7%,5.6,+0.9
Wofford,49-36-1,57.7%,7.3,+1.9
Akron,34-25-1,57.6%,10.3,+3.0
Duke,53-39-1,57.6%,15.0,+2.1
Villanova,57-42-1,57.6%,11.8,+0.6
N Florida,42-31-0,57.5%,0.2,+1.2
Delaware,65-48-2,57.5%,-0.6,+1.1
North Texas,73-54-2,57.5%,5.4,+1.5
Houston,54-40-3,57.5%,15.6,+2.5
NC Central,43-32-1,57.3%,5.5,+2.3
Iowa St,55-41-1,57.3%,11.3,+1.2
N Alabama,32-24-1,57.1%,-0.6,+1.0
S Car State,45-34-1,57.0%,-3.2,+1.0
Grd Canyon,58-44-2,56.9%,6.2,+0.8
Navy,29-22-0,56.9%,1.5,+1.1
Oregon St,67-51-1,56.8%,0.0,+0.9
New Mexico,42-32-3,56.8%,8.5,+0.8
SE Louisiana,38-29-1,56.7%,-1.5,-0.9
BYU,69-53-6,56.6%,10.3,+1.7
Vanderbilt,39-30-2,56.5%,7.3,+1.0
Nevada,48-37-2,56.5%,6.4,+1.1
Citadel,44-34-2,56.4%,-3.9,-0.2
Seton Hall,53-41-3,56.4%,5.0,+0.9
Furman,40-31-0,56.3%,9.5,+0.4
USC,67-52-0,56.3%,5.6,+0.9
Vermont,36-28-2,56.3%,7.2,+1.0
Northwestern,50-39-0,56.2%,7.3,+2.4
Morehead St,67-53-3,55.8%,2.6,+1.4
Idaho St,67-53-2,55.8%,-1.0,+1.3
St Marys,78-62-3,55.7%,11.7,+1.4
Alab A&M,49-39-0,55.7%,-7.4,+0.5
Canisius,54-43-5,55.7%,-0.9,+1.0
GA Tech,40-32-1,55.6%,4.1,+1.7
Clemson,51-41-0,55.4%,6.9,+0.8
Fla Gulf Cst,41-33-0,55.4%,2.9,+2.1
Gard-Webb,36-29-1,55.4%,1.7,+1.1
Lamar,31-25-1,55.4%,3.5,+1.6
Utah Valley,57-46-0,55.3%,2.2,+1.7
Xavier,48-39-5,55.2%,7.9,+1.5
Auburn,39-32-1,54.9%,11.4,+2.8
Maryland ES,39-32-3,54.9%,-4.3,-0.3
UCSD,28-23-1,54.9%,1.9,+0.4
E Washingtn,74-61-1,54.8%,4.2,+1.4
Wake Forest,40-33-2,54.8%,3.5,+1.2
Oakland,63-52-1,54.8%,1.2,+1.0
Baylor,52-43-2,54.7%,11.9,+0.3
UL Monroe,66-55-0,54.6%,0.7,+1.3
Indiana,54-45-1,54.6%,5.8,+0.7
UAB,67-56-4,54.5%,6.0,+1.0
Monmouth,55-46-2,54.5%,0.5,+1.1
Stony Brook,37-31-1,54.4%,1.2,+0.8
S Dakota St,62-52-1,54.4%,6.5,+0.1
Minnesota,50-42-2,54.4%,2.7,+1.4
Kansas,64-54-1,54.2%,11.3,+0.9
Lafayette,26-22-0,54.2%,-0.8,+0.9
IL-Chicago,53-45-0,54.1%,-0.1,+0.6
Bucknell,27-23-0,54.0%,2.7,+1.4
Gonzaga,81-69-5,54.0%,19.5,+2.3
Tennessee,41-35-2,54.0%,10.5,+0.7
Fla Atlantic,62-53-2,53.9%,4.9,+1.1
Kent St,35-30-3,53.9%,5.9,+0.4
Kansas City,49-42-3,53.9%,1.1,-0.3
Florida A&M,50-43-0,53.8%,-7.8,+0.7
Central Mich,29-25-2,53.7%,3.2,+0.7
Marquette,44-38-0,53.7%,8.4,+0.5
Texas St,59-51-6,53.6%,3.7,+0.1
TX A&M-CC,37-32-0,53.6%,3.1,-0.1
Norfolk St,45-39-2,53.6%,5.2,+1.5
Kentucky,45-39-3,53.6%,12.0,+0.4
Syracuse,46-40-0,53.5%,6.3,+0.2
McNeese St,32-28-1,53.3%,0.3,+1.3
UC Irvine,65-57-5,53.3%,6.5,-0.2
Longwood,33-29-1,53.2%,-0.6,+0.8
Oregon,66-58-2,53.2%,8.0,+0.6
Maryland BC,33-29-0,53.2%,0.6,+2.8
WI-Milwkee,58-51-1,53.2%,-0.5,+0.6
Coastal Car,58-51-3,53.2%,3.5,+0.3
Temple,42-37-5,53.2%,0.8,-0.3
SIU Edward,51-45-1,53.1%,0.0,-0.1
Indiana St,35-31-0,53.0%,1.0,-1.1
TX-Arlington,64-57-2,52.9%,4.7,+1.2
Michigan St,56-50-0,52.8%,9.2,+0.2
W Kentucky,67-60-2,52.8%,4.0,+0.2
